x,y,z
299.99999999994907,37499.999999999985,4649.9999999999991
150.0,36150.000000000015,4650.0
149.99999999994179,37649.999999999985,-1.3500311979441904e-12
149.99999999994179,37649.999999999985,-1.3500311979441904e-12
150.0,36150.000000000015,4650.0
-3.637978807091713e-12,36150.000000000015,1.2789769243681803e-13
-3.637978807091713e-12,36150.000000000015,1.2789769243681803e-13
150.0,36150.000000000015,4650.0
149.99999999999272,34650.000000000015,-1.0942358130705543e-12
149.99999999999272,34650.000000000015,-1.0942358130705543e-12
150.0,36150.000000000015,4650.0
0.0,34650.000000000015,4649.9999999999991
149.99999999999272,34650.000000000015,-1.0942358130705543e-12
0.0,34650.000000000015,4649.9999999999991
150.00000000000728,33150.000000000015,4649.9999999999991
149.99999999999272,34650.000000000015,-1.0942358130705543e-12
150.00000000000728,33150.000000000015,4649.9999999999991
300.0,33150.000000000015,-1.0089706847793423e-12
300.0,33150.000000000015,-1.0089706847793423e-12
150.00000000000728,33150.000000000015,4649.9999999999991
149.99999999997817,31650.000000000018,-1.9184653865522705e-12
150.00000000000728,33150.000000000015,4649.9999999999991
299.99999999999272,31650.000000000011,4649.9999999999991
149.99999999997817,31650.000000000018,-1.9184653865522705e-12
299.99999999999272,31650.000000000011,4649.9999999999991
150.0,30150.000000000011,4649.9999999999991
149.99999999997817,31650.000000000018,-1.9184653865522705e-12
149.99999999997817,31650.000000000018,-1.9184653865522705e-12
150.0,30150.000000000011,4649.9999999999991
-1.4551915228366852e-11,30150.000000000011,-4.4053649617126212e-13
-1.4551915228366852e-11,30150.000000000011,-4.4053649617126212e-13
150.0,30150.000000000011,4649.9999999999991
150.0,28650.000000000018,-1.2363443602225743e-12
150.0,30150.000000000011,4649.9999999999991
0.0,28650.000000000011,4649.9999999999991
150.0,28650.000000000018,-1.2363443602225743e-12
-3.637978807091713e-12,6150.0,3.5527136788005009e-13
150.0,6149.9999999999964,4649.9999999999991
149.99999999999272,4649.9999999999964,-3.2684965844964609e-13
149.99999999999272,4649.9999999999964,-3.2684965844964609e-13
150.0,6149.9999999999964,4649.9999999999991
0.0,4649.9999999999964,4649.9999999999982
0.0,4649.9999999999964,4649.9999999999982
149.99999999998909,3149.9999999999927,4649.9999999999991
149.99999999999272,4649.9999999999964,-3.2684965844964609e-13
149.99999999999272,4649.9999999999964,-3.2684965844964609e-13
149.99999999998909,3149.9999999999927,4649.9999999999991
299.99999999999272,3149.9999999999964,1.4210854715202004e-14
299.99999999999272,3149.9999999999964,1.4210854715202004e-14
149.99999999998909,3149.9999999999927,4649.9999999999991
150.00000000000364,1649.9999999999964,-4.6895820560166612e-13
149.99999999998909,3149.9999999999927,4649.9999999999991
299.99999999999272,1649.9999999999927,4649.9999999999991
150.00000000000364,1649.9999999999964,-4.6895820560166612e-13
150.00000000000364,1649.9999999999964,-4.6895820560166612e-13
299.99999999999272,1649.9999999999927,4649.9999999999991
149.99999999995998,150.00000000001637,4649.9999999999991
150.00000000000364,1649.9999999999964,-4.6895820560166612e-13
149.99999999995998,150.00000000001637,4649.9999999999991
0.0,0.0,0.0
0.0,0.0,0.0
149.99999999995998,150.00000000001637,4649.9999999999991
1650.0,150.00000000000364,-2.5934809855243657e-12
149.99999999995998,150.00000000001637,4649.9999999999991
1649.9999999999709,299.99999999999636,4649.9999999999991
1650.0,150.00000000000364,-2.5934809855243657e-12
1649.9999999999709,299.99999999999636,4649.9999999999991
3149.9999999999927,150.0,4650.0
1650.0,150.00000000000364,-2.5934809855243657e-12
1650.0,150.00000000000364,-2.5934809855243657e-12
3149.9999999999927,150.0,4650.0
3150.0000000000036,299.99999999999272,-2.0889956431346945e-12
3150.0000000000036,299.99999999999272,-2.0889956431346945e-12
3149.9999999999927,150.0,4650.0
4650.0000000000073,150.00000000001091,1.2789769243681803e-13
3149.9999999999927,150.0,4650.0
4649.9999999999927,1.8189894035458565e-11,4650.0000000000018
4650.0000000000073,150.00000000001091,1.2789769243681803e-13
19799.999999999942,7649.9999999999454,-7.815970093361102e-13
19649.999999999993,7649.9999999999454,4649.9999999999964
19649.999999999993,9149.9999999999418,-2.0321522242738865e-12
19649.999999999993,7649.9999999999454,4649.9999999999964
19799.999999999942,9149.9999999999454,4649.9999999999991
19649.999999999993,9149.9999999999418,-2.0321522242738865e-12
19649.999999999993,9149.9999999999418,-2.0321522242738865e-12
19799.999999999942,9149.9999999999454,4649.9999999999991
19649.999999999993,10649.999999999945,4649.9999999999991
19649.999999999993,9149.9999999999418,-2.0321522242738865e-12
19649.999999999993,10649.999999999945,4649.9999999999991
19499.999999999993,10649.999999999938,-1.1226575225009583e-12
19499.999999999993,10649.999999999938,-1.1226575225009583e-12
19649.999999999993,10649.999999999945,4649.9999999999991
19649.999999999993,12149.999999999942,-2.3163693185779266e-12
19649.999999999993,10649.999999999945,4649.9999999999991
19499.999999999993,12149.999999999945,4649.9999999999991
19649.999999999993,12149.999999999942,-2.3163693185779266e-12
19649.999999999993,12149.999999999942,-2.3163693185779266e-12
19499.999999999993,12149.999999999945,4649.9999999999991
19649.999999999985,13649.999999999953,4649.9999999999991
19649.999999999993,12149.999999999942,-2.3163693185779266e-12
19649.999999999985,13649.999999999953,4649.9999999999991
19799.999999999942,13649.999999999949,-1.6910917111090384e-12
19799.999999999942,13649.999999999949,-1.6910917111090384e-12
19649.999999999985,13649.999999999953,4649.9999999999991
19649.999999999956,15150.000000000167,-1.0089706847793423e-12
19649.999999999985,13649.999999999953,4649.9999999999991
19799.999999999942,15149.999999999953,4649.9999999999991
19649.999999999956,15150.000000000167,-1.0089706847793423e-12
19649.999999999956,15150.000000000167,-1.0089706847793423e-12
19799.999999999942,15149.999999999953,4649.9999999999991
19650.0,16649.999999999949,4649.9999999999991
19649.999999999956,15150.000000000167,-1.0089706847793423e-12
19650.0,16649.999999999949,4649.9999999999991
19500.0,16649.999999999938,-1.1226575225009583e-12
19500.0,16649.999999999938,-1.1226575225009583e-12
19650.0,16649.999999999949,4649.9999999999991
19650.0,18149.999999999942,-1.8047785488306545e-12
19650.0,16649.999999999949,4649.9999999999991
19499.999999999993,18149.999999999949,4649.9999999999991
19650.0,18149.999999999942,-1.8047785488306545e-12
19650.0,18149.999999999942,-1.8047785488306545e-12
19499.999999999993,18149.999999999949,4649.9999999999991
19650.0,19649.999999999956,4649.9999999999991
19650.0,18149.999999999942,-1.8047785488306545e-12
19650.0,19649.999999999956,4649.9999999999991
19799.999999999942,19649.999999999945,-1.4637180356658064e-12
19799.999999999942,19649.999999999945,-1.4637180356658064e-12
19650.0,19649.999999999956,4649.9999999999991
19650.0,21149.999999999945,-1.3500311979441904e-12
19650.0,19649.999999999956,4649.9999999999991
19799.999999999942,21149.99999999996,4649.9999999999991
19650.0,21149.999999999945,-1.3500311979441904e-12
19650.0,21149.999999999945,-1.3500311979441904e-12
19799.999999999942,21149.99999999996,4649.9999999999991
19649.999999999993,22649.999999999953,4649.9999999999991
19650.0,21149.999999999945,-1.3500311979441904e-12
19649.999999999993,22649.999999999953,4649.9999999999991
19499.999999999993,22649.999999999945,-4.4053649617126212e-13
19499.999999999993,22649.999999999945,-4.4053649617126212e-13
19649.999999999993,22649.999999999953,4649.9999999999991
19650.0,24149.999999999953,-1.3500311979441904e-12
19649.999999999993,22649.999999999953,4649.9999999999991
19499.999999999993,24149.999999999953,4649.9999999999991
19650.0,24149.999999999953,-1.3500311979441904e-12
19650.0,24149.999999999953,-1.3500311979441904e-12
19499.999999999993,24149.999999999953,4649.9999999999991
19649.999999999993,25649.99999999996,4649.9999999999982
19650.0,24149.999999999953,-1.3500311979441904e-12
19649.999999999993,25649.99999999996,4649.9999999999982
19799.999999999942,25649.999999999953,-1.9184653865522705e-12
19799.999999999942,25649.999999999953,-1.9184653865522705e-12
19649.999999999993,25649.99999999996,4649.9999999999982
19649.999999999993,27149.999999999953,-7.815970093361102e-13
19649.999999999993,25649.99999999996,4649.9999999999982
19799.999999999927,27149.99999999996,4649.9999999999991
19649.999999999993,27149.999999999953,-7.815970093361102e-13
19799.999999999927,27149.99999999996,4649.9999999999991
19649.999999999993,28649.999999999945,4650.0
19649.999999999993,27149.999999999953,-7.815970093361102e-13
19649.999999999993,27149.999999999953,-7.815970093361102e-13
19649.999999999993,28649.999999999945,4650.0
19499.999999999993,28649.999999999938,1.2789769243681803e-13
19499.999999999993,28649.999999999938,1.2789769243681803e-13
19649.999999999993,28649.999999999945,4650.0
19649.999999999993,30149.999999999945,-2.2026824808563106e-12
19649.999999999993,30149.999999999945,-2.2026824808563106e-12
19649.999999999993,28649.999999999945,4650.0
19499.999999999993,30149.999999999953,4649.9999999999991
19649.999999999993,30149.999999999945,-2.2026824808563106e-12
